comuMerged,development / aka,units,type,agent,agent address,website,source,zip,combinedPhone
0714,62 James St Apts,2.0,family,Newark Economic & Housing Development,"920 Broad St, ste 218, Newark 07102",,MtL,,(973) 733-6575
0714,999 Broad St Apts,75.0,family,RPM Development,"77 Park St, Montclair 07402","999 Broad | Apartments in Newark, NJ",HMFA,7102.0,(973) 744-5410 x 180
0714,A Better Life,24.0,family,New Community Corp,"233 W Market St, Newark  07103",Better Life - New Community Corporation,tax credit,7103.0,(973) 639-7823
0714,Amity Village 1,21.0,family,Spartan Mgt Group,"1233 W St George Av, Linden 07036",,HUD,7103.0,(908) 925-8760
0714,Amity Village 2,13.0,family,Spartan Mgt Group,"1233 W St George Av, Linden 07036",,HUD,7103.0,(973) 680-8489
0714,Amity Village 5,16.0,family,Spartan Mgt Group,"1233 W St George Av, Linden 07036",,HUD,7103.0,(973) 680-8489
0714,Amity Village 6,12.0,family,Spartan Mgt Group,"1233 W St George Av, Linden 07036",,HUD,7103.0,(973) 680-8489
0714,Amity Village 7,48.0,family,Spartan Mgt Group,"1233 W St George Av, Linden 07036",,HUD,7103.0,(973) 680-8489
0714,Amity Village 8,28.0,family,Spartan Mgt Group,"1233 W St George Av, Linden 07036",,HUD,7103.0,(973) 680-8489
0714,Aspen Riverpark Apts,255.0,family,Sage Apt Communities,"136 Heber Av, ste 308, Park City, UT 84060",Home Page - Aspen Riverpark Apartments (aspenriverparkipgliving.com),HUD,7105.0,(973) 465-0360
0714,Aspen Stratford A,75.0,family,,,,HUD,7108.0,(973) 242-4722
0714,Aspen Stratford B,59.0,family,,,,HUD,7108.0,(973) 824-5018
0714,Aspen Stratford C,54.0,family,,,,HUD,7108.0,(973) 824-5018
0714,Aspen Temple,87.0,family,,,,HUD,7108.0,(973) 824-5644
0714,Aston Heights,154.0,family,Pennrose Properties,"1 Brewery Park, 1301 N 31st St, Phila, PA 19121",Aston Heights (pennrose.com),MtL,7102.0,(973) 860-3157
0714,Avon Apts / Maplethorne-Stratford Housing,19.0,family,Gershen Group,"1911 Princeton Av, Lawrenceville 08648","Litc#0741 Maplethorne-stratford Housing | Affordable Apartments That Accept Vouchers in Newark, NJ (hellosection8.com)",tax credit,7108.0,(609) 989-8500
0714,"Avon Av, Ridegewood redevelopment",96.0,family,Newark Housing Authority,"500 Broad St, Newark 07102",NHA > Portfolio > Family (newarkha.org),PHA,7108.0,(973) 273-6813
0714,Avon Hills Apts,32.0,family,,,,HUD,7108.0,(973) 484-3308
0714,Bakery Village,123.0,family,RPM Development,"77 Park St, Montclair 07042",RPM Development Group,MtL,7107.0,(973) 744-5410 x 149
0714,Ballantine House Senior Apts,177.0,age,Hillcrest Mgt,"459 Shaster Dr, Bridgewater 08807",,HMFA,7104.0,(973) 483-2134
0714,Baxter Terrace Senior Apts / James Baxter Terrace,235.0,age,Newark Housing Authority,"500 Broad St, Newark 07102",NHA > Portfolio > Senior (newarkha.org),PHA,7103.0,(973) 430-2616
0714,Bellemead / 15th Av Village,100.0,family,Newark Housing Authority,"500 Broad St, Newark 07102",NHA > Portfolio > Family (newarkha.org),PHA,7104.0,(973) 273-6850
0714,Betty Shabazz Village,124.0,family,Newark Housing Authority,"500 Broad St, Newark 07102",NHA > Portfolio > Family (newarkha.org),PHA,7103.0,(973) 430-2059
0714,Bradely Court Townhouse Apts 1,18.0,family,Newark Housing Authority,"500 Broad St, Newark 07102",NHA > Portfolio > Family (newarkha.org),PHA,7106.0,(973) 430-2778
0714,Bradely Court Townhouse Apts 2,6.0,family,Newark Housing Authority,"500 Broad St, Newark 07102",NHA > Portfolio > Family (newarkha.org),PHA,7106.0,(973) 622-5901
0714,Bradley Court Family Apts 3,301.0,family,Newark Housing Authority,"500 Broad St, Newark 07102",NHA > Portfolio > Family (newarkha.org),PHA,7106.0,(973) 430-2059
0714,Branch Brook Park Manor assisted living,200.0,age,Newark Housing Authority,"500 Broad St, Newark 07102","Branch Brook Manor | Newark, NJ Low Income Apartments (affordablehousingonline.com)",HUD,7107.0,(973) 481-1693
0714,Brentwood Commons Apts / Oakwood Manor,47.0,family,CPH Development,"51 Gibraltar Dr, Morris Plains 07950","Brentwood Commons Litc #728 | Affordable Apartments That Accept Vouchers in Newark, NJ (hellosection8.com)",tax credit,7103.0,(973) 292-9002
0714,Brick Towers / Montgomery St,80.0,family,,,"Brick Towers/montgomery Street | Affordable Apartments That Accept Vouchers in Newark, NJ (hellosection8.com)",tax credit,7102.0,(973) 623-2786
0714,Broadway Estates,40.0,family,,,,tax credit,7104.0,(973) 481-4353
0714,Broadway Manor,85.0,family,,,,HUD,7104.0,(973) 481-5204
0714,Brownstone Properties,17.0,family,Robin Brown,"1080 Lawrence Av, Westfield 07090",,HMFA,7107.0,(908) 233-4043
0714,Bruce Street Gardens,108.0,family,Essex Plaza Mgt,"1060 Broad St, Newark 07102",,HMFA,7102.0,(973) 968-7520
0714,Carmel Towers,216.0,family,R P Marzulli Realty,"264 Belleville Av, Bloomfield 07003","Carmel Towers | Newark NJ Subsidized, Low-Rent Apartment (housingapartments.org)",HMFA,7102.0,(973) 824-6069
0714,Carrino Plaza,,family,Regan Development Corp,"1055 Saw Mill River Rd, Ardsley, NY 10502",Carrino Plaza | Regan Development,MtL,7104.0,(201) 823-2896
0714,Casa Mia Apts,91.0,age,,,,HMFA,7104.0,(973) 483-7775
0714,Cathedral Park Apts,48.0,family,,,,HUD,7104.0,(973) 482-9710
0714,Center City Housing / New Center City,25.0,family,Realty Mgt,"11 Madison Av, Newark 07108",,HUD,7108.0,(973) 648-0279
0714,Center City Housing 3,0.0,family,Realty Mgt,"11 Madison Av, Newark 07108",,HUD,7102.0,(973) 648-0279
0714,Center City Housing 9,0.0,family,Realty Mgt,"11 Madison Av, Newark 07108",,HUD,7102.0,(973) 648-0279
0714,Center City Housing 9B,209.0,family,Realty Mgt,"11 Madison Av, Newark 07108",,HUD,7102.0,(973) 648-0279
0714,Center City Housing 9C,41.0,family,Realty Mgt,"11 Madison Av, Newark 07108",,HUD,7102.0,(973) 242-1445
0714,Century 21 townhouses,96.0,family,Newark Housing Authority,"500 Broad St, Newark 07102",NHA > Portfolio > Family (newarkha.org),PHA,7108.0,(973) 273-6693
0714,Chadwick Av Village / Mt Prospect Av,34.0,family,Newark Housing Authority,"500 Broad St, Newark 07102",NHA > Portfolio > Family (newarkha.org),PHA,7103.0,(973) 273-6850
0714,Chancellor Arms 1 & 2,27.0,family,Edmond Real Estate Group,"643 E Front St, Plainfield 07060","Chancellor Arms Two Apartments, 222 Chancellor Avenue, Newark, NJ - RENTCafé (rentcafe.com)",MtL,7112.0,(908) 754-3500
0714,Charlton Gardens /Stella Charlton Gdns / Prince 2004,96.0,family,Roizman Associates,"832 Germantown Pk, ste 5 Plymouth Meeting PA 19462","Charlton Gardens | Newark, NJ Low Income Apartments (affordablehousingonline.com)",HMFA,7103.0,(973) 621-1362
0714,Cherry Tree Village Apts,109.0,family,RPM Development,"77 Park St, Montclair 07042 ","Cherry Tree Village | Apartments in Newark, NJ (cherrytreenj.com)",tax credit,7107.0,(973) 744-5410 ext 149
0714,City Hall Apts,45.0,family,Lettire Construction Corp,"334-36 E 10th St, NY, NY 10029",City Hall Apartments and New IHOP Location Break Ground in Newark | Jersey Digs,tax credit,7102.0,nan nan
0714,City View Landing senior apts,48.0,age,Pennrose Properties,"1 Brewery Park, 1301 N 31st St, Phila 19121",City View Landing Senior (pennrose.com),PHA,7103.0,(973) 755-2063
0714,City View Landing family apts / Scudder Homes,58.0,family,Pennrose Properties,"1301 N 31st St, Phila 19121",City View Landing Family (pennrose.com),HMFA,7103.0,(973) 755-2031
0714,Claremont,100.0,family,Newark Housing Authority,"500 Broad St, Newark 07102",NHA > Portfolio > Family (newarkha.org),PHA,7103.0,(973) 273-6850
0714,Clinton Arms Apts,72.0,family,,,,HUD,7108.0,(973) 824-9560
0714,Clinton Av Homes / Help USA / Genesis USA,56.0,family,Help USA / Help Genesis,"115 E 13th St, NY, NY 10003",Home Page | HELP USA,tax credit,7108.0,(973) 799-0456
0714,Clinton Av townhouses,100.0,family,Newark Housing Authority,"500 Broad St, Newark 07102",NHA > Portfolio > Family (newarkha.org),PHA,7108.0,(973) 273-6683
0714,Clinton Hill Community Apts,151.0,family,State Realty LLC,"1290 Springfield Av, Irvington 07111",,HMFA,7108.0,(973) 242-5530
0714,Clinton St Lofts,63.0,family,,,,HMFA,7102.0,(973) 297-1888
0714,Colleoni Apts / Lincoln Park Apts,29.0,family,Michaels Organization / Interstate Realty Mgt,"3 E Stow Rd, ste 100, Marlton 08053",Michaels Management Apartments For Rent (michaelscommunities.com),tax credit,7102.0,(973) 623-0077
0714,Corinthian Homes 1,45.0,family,Alpert Group,"1 Parker Plaza, Fort Lee, 07024",,tax credit,7103.0,(973) 624-0133
0714,Corinthian Homes 2,48.0,family,Alpert Group,"1 Parker Plaza, Fort Lee, 07024",,tax credit,7103.0,(973) 624-0133
0714,Cottage Place 1,100.0,family,,,"Apartments for Rent in Newark, NJ | Cottage Place - Home (cottageplaceliving.com)",tax credit,7104.0,(973) 297-0001
0714,Cottage Place 2,100.0,family,,,,HMFA,7104.0,(973) 297-0009
0714,Court Towers / Court St Apts,222.0,age,Community Realty Mgt,"36 S Main St, Pleasantville 08232",Properties - Community Realty Management (CRM) (crmresidential.com),HMFA,7102.0,(973) 623-0766
0714,Crest Community Development scattered sites,28.0,family,Crest Community Development Corp,"47 Pierce St, Newark 07103",,MtL,7104.0,(973) 621-0770
0714,Crystal Garden 1,11.0,family,Newark Economic & Housing Development,"920 Broad St, ste 218, Newark 07102",,MtL,,(973) 733-6575
0714,Crystal Garden 2,42.0,family,Newark Economic & Housing Development,"920 Broad St, ste 218, Newark 07102",,MtL,,(973) 733-6575
0714,Douglas Homes,135.0,family,New Community Corp,"233 W Market St, Newark  07103","Douglas Homes | Affordable Apartments That Accept Vouchers in Newark, NJ (hellosection8.com)",tax credit,7102.0,(973) 623-6871
0714,Dr Jose Rosario Village townhouses,94.0,family,Newark Housing Authority,"500 Broad St, Newark 07102",NHA > Portfolio > Family (newarkha.org),PHA,7114.0,(973) 273-6164
0714,E T Bowser Apts / Prince Hall,40.0,family,State Realty in Irvington,State Realty (Irvington),"Prince Hall - E.T. Bowser Complex 198 | Newark, NJ Low Income Apartments (affordablehousingonline.com)",MtL,7108.0,(973) 648-8018
0714,Ebon Square Apts,48.0,family,AAH Mgt,"1103 Royal Oak Rd, ste 500, Voorhees 08043",Ebon Square - AAH ManagementAAH Management (aahmgmt.com),HMFA,7108.0,(973) 371-1068
0714,Essex Plaza 1,450.0,age,,,,HUD,7102.0,(973) 643-8588
0714,Essex Plaza 2,197.0,family,,,,HUD,7102.0,(973) 824-3514
0714,Essex Plaza 3,44.0,family,,,,HUD,7102.0,(973) 210-7522
0714,Essex Properties,24.0,special,Pillar Care,"220 S Orange Av, ste 300, Livingston  07039",Pillar Care Continuum (pillarnj.org),HUD,7103.0,(973) 763-9900
0714,Fairview Homes,136.0,family,,,,tax credit,7108.0,(973) 242-4400
0714,Fischer Building,11.0,family,St Jamse Development Corp,"402 Broad St , Newark 07104",,MtL,7104.0,(973) 482-5700
0714,Forest Hill House,100.0,age,,,,HMFA,7104.0,(973) 484-2043
0714,Garden Spires Apts,544.0,family,Omni Developers,"909 3rd Av, 21st floor, NY, NY 10022",Properties - NJ — Omni New York LLC (onyllc.com),tax credit,7107.0,(908) 299-6414
0714,Georgia King Village,421.0,family,C&C Apt Mgt,"1735 Park Av, 3rd fl, NY, NY 10035",Contact C + C Apartment Management | ccmanagers.com,HMFA,7107.0,(973) 622-6828
0714,Grace West Manor / Grace Louis LLC,429.0,age,Rose Community Mgt,"6000 Freedom Sq, ste 500, Independence OH 44131",,HMFA,7108.0,(973) 824-5593
0714,Grafton Court Apts,7.0,family,Eastern Parkway Realty,"320 Eastern Pkwy, ste 1, Irvington 07111",,MtL,7104.0,(973) 375-4142
0714,H R Lambert Apts ,22.0,family,Newark Economic & Housing Development,"920 Broad St, ste 218, Newark 07102",,MtL,7107.0,(973) 733-6575
0714,Hampton Valley Apts ,88.0,family,Levin Group / RPT Mgt Inc,"1801 E 9th St, #1505, Cleveland, OH 44114","RPT Management Co. | Levin Group, Inc. (levingrp.com)",HUD,7108.0,(973) 624-8948
0714,Harmony Square Apts,16.0,family,M & M Development LLC,"103 Mazazine St, Newark 07105",,HMFA,7104.0,(973) 412-9300
0714,Hawthorne Estates / Jasmin House,26.0,family,,,,MtL,7112.0,(973) 972-6309
0714,Hilltop Gardens (UHORP),19.0,family,,,,MtL,7108.0,nan nan
0714,Horizon Village (UHORP),54.0,family,,305 Morris Av (07103),,MtL,7103.0,nan nan
0714,Huntington Schuyler Estates,41.0,family,Alpert Group,"1 Parker Plaza, Fort Lee, 07024",Huntington-Schuyler Estates - The Alpert Group,tax credit,7112.0,(973) 282-1245
0714,Hyatt Court / John Hyatt Apts,402.0,family,Newark Housing Authority,"500 Broad St, Newark 07102",NHA > Portfolio > Family (newarkha.org),PHA,7105.0,(973) 430-2699
0714,Integrity House / Lincoln Park transitional housing,11.0,special needs,,,,HMFA,7102.0,(973) 848-3751
0714,Jackson Commons Apts / Don Jackson,17.0,family,SEA Realty / Social Enterprises Associates,"694 Clinton Av, Newark 07108","Jackson Commons | Newark, NJ Low Income Apartments (affordablehousingonline.com)",MtL,7108.0,(973) 375-4000
0714,James C White Manor / Senior Apts,206.0,age,Newark Housing Authority,"500 Broad St, Newark 07102",NHA > Portfolio > Senior (newarkha.org),PHA,7108.0,(973) 273-6824
0714,Janice Cromer Village,89.0,family,Newark Housing Authority,"500 Broad St, Newark 07102",NHA > Portfolio > Family (newarkha.org),PHA,7104.0,(973) 622-5901
0714,"Kemsco townhouses, family",31.0,family,Newark Housing Authority,"500 Broad St, Newark 07102",NHA > Portfolio > Family (newarkha.org),PHA,7104.0,(973) 430-2095
0714,"Kretchmer Homes / Otto Kretchmer, senior",143.0,family,Newark Housing Authority,"500 Broad St, Newark 07102",NHA > Portfolio > Family (newarkha.org),PHA,7114.0,(973) 430-2639
0714,Kretchmer Senior Apts 1 / Otto Kretchmer,198.0,age,Newark Housing Authority,"500 Broad St, Newark 07102",NHA > Portfolio > Senior (newarkha.org),PHA,7114.0,(973) 430-2066
0714,Kretchmer Senior Apts 2 / Otto Kretchmer,354.0,age,Newark Housing Authority,"500 Broad St, Newark 07102",NHA > Portfolio > Senior (newarkha.org),PHA,7114.0,(973) 430-2710
0714,La Plaza / St James Pl 2,30.0,family,RPM Development,"77 Park St, Montclair 07042 ","La Plaza | Apartments in Newark, NJ (laplazanj.com)",tax credit,7104.0,(973) 744-5410
0714,Lincoln Park Senior Towers,79.0,age,Hudson Valley Property Group,"200 Vesey St, 24th fl, NY NY 10281","Lincoln Park Lofts Apartments - Newark, NJ | Apartments.com",HMFA,7035.0,(973) 623-2257
0714,Lincoln Tower Senior Apts / Gigi Foushee Towers,209.0,age,Michaels Organization,"2 Cooper St, Camden 08102",www.liveatlincolntowers.com/contact.aspx,PHA,7103.0,(973) 419-5303
0714,Littleton Av Community Village,103.0,family,,,,HMFA,7103.0,(973) 624-8466
0714,Livingston Homes,81.0,family,,,,HUD,7103.0,(973) 242-7400
0714,Lock St Apts,49.0,family,,,"Lock Street Apartments | Affordable Apartments That Accept Vouchers in Newark, NJ (hellosection8.com)",tax credit,7103.0,(973) 643-5101
0714,Macedonia Heights,19.0,family,Franklin Development Group,1 Tower Dr; W Paterson 07424,,MtL,,(973) 345-0800
0714,Madison Turner Senior Housing,44.0,age,Realty Mgt Assoc / Greater New Hope Baptist Church,"14340 Sullyfield Circle, ste 220, Chantilly, VA 20151",,HMFA,7108.0,(973) 242-1445
0714,Mayor Sharpe James Apts / Springfield Village,26.0,family,Realty Mgt Associates,"80 Court St, Newark 07102","Mayor Sharpe James Apartments / Springfield Apartments | Newark, NJ Low Income Apartments (affordablehousingonline.com)",tax credit,7103.0,(973) 242-0792
0714,Montgomery Heights / Brick Towers Apts,80.0,family,Pennrose Properties,"1 Brewery Park, 1301 N 31st St, Phila, PA 19121",Montgomery Heights (pennrose.com),HMFA,7102.0,(973) 718-9926
0714,Mt Calvary 1,115.0,family,,,,HUD,7108.0,(973) 624-4629
0714,Mt Calvary 2,115.0,family,,,,HUD,7108.0,(973) 624-4629
0714,Nevada St Apts,306.0,age,Community Realty Mgt,"36 S Main St, Pleasantville 08232",Properties - Community Realty Management (CRM) (crmresidential.com),HMFA,7102.0,(973) 622-8101
0714,New Center City / Center City Housing 9,24.0,family,,,,HUD,7102.0,(973) 242-4722
0714,New Community Associates,224.0,age,New Community Corporation,"233 W Market St, Newark  07103",Housing Opportunities - New Community Corporation,HMFA,7103.0,(973) 623-6872
0714,New Community Commons,372.0,family,New Community Corporation,"233 W Market St, Newark  07103",Housing Opportunities - New Community Corporation,HMFA,7103.0,(973) 623-6870
0714,New Community Douglas,135.0,age,New Community Corporation,"233 W Market St, Newark  07103",Housing Opportunities - New Community Corporation,HMFA,7102.0,(973) 623-6871
0714,New Community Douglas-Harrison,757.0,family,New Community Corporation,"233 W Market St, Newark  07103",Housing Opportunities - New Community Corporation,HMFA,7103.0,(973) 623-7280
0714,New Community Estates ,56.0,family,New Community Corporation,"233 W Market St, Newark 07103",Home - New Community Corporation,MtL,7103.0,(973) 623-2800
0714,New Community Gardens,235.0,family,New Community Corporation,"233 W Market St, Newark  07103",Housing Opportunities - New Community Corporation,HMFA,7106.0,(973) 623-3237
0714,New Community Homes,120.0,family,New Community Corporation,"233 W Market St, Newark  07103",Housing Opportunities - New Community Corporation,HMFA,7103.0,(973) 623-7280
0714,New Community Manor,323.0,family,New Community Corporation,"233 W Market St, Newark  07103",Housing Opportunities - New Community Corporation,HMFA,7107.0,(973) 484-2316
0714,New Community Roseville Senior Apts,100.0,age,New Community Corporation,"233 W Market St, Newark  07103",Housing Opportunities - New Community Corporation,HMFA,7107.0,(973) 482-5766
0714,New Hope Village,170.0,family,Alpert Group,"1 Parker Plaza, Fort Lee, 07024",New Hope Village - The Alpert Group,HMFA,7103.0,(973) 623-0206
0714,New Irvine Turner Apts,58.0,family,Winn Properties,"1 Washington Mall, ste 500, Boston MA 02108",WinnCompanies,HUD,7108.0,(973) 232-0254
0714,Newark Genesis Apts,51.0,family,Help USA,"634 Clinton Av, Newark 07104",,HMFA,7104.0,(973) 484-7270
0714,Norfolk Square Apts,65.0,family,Wingate Mgt Co,"100 Wells Av, Newton MA 02459",NORFOLK SQUARE APARTMENTS - WINGATE (wingatecompanies.com),HMFA,7103.0,(973) 621-6648
0714,North Point townhouses,54.0,family,Newark Housing Authority,"500 Broad St, Newark 07102",NHA > Portfolio > Family (newarkha.org),PHA,7104.0,(973) 430-2095
0714,Oak Brook Sq townhouses,43.0,family,Newark Housing Authority,"500 Broad St, Newark 07102",NHA > Portfolio > Family (newarkha.org),PHA,7103.0,(973) 273-6164
0714,Ocar Miles Village,199.0,family,Newark Housing Authority,"500 Broad St, Newark 07102",NHA > Portfolio > Family (newarkha.org),PHA,7103.0,(973) 430-2052
0714,One Theater Square,24.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",One Theater Square | Piazza & Associates Inc. (piazzanj.com),MtL,7102.0,(609) 786-1100 x 300
